station1,station2,time,dist,line,flag,id1,id2,direction1,direction2,id0,station1_count,2d
Hyde Park Corner,Hyde Park Corner (pe),180,250,p,s,120,120.1,,e,120,6,TRUE
Hyde Park Corner,Hyde Park Corner (pw),180,250,p,s,120,120.2,,w,120,6,TRUE
Hyde Park Corner (pe),Hyde Park Corner,180,250,p,s,120.1,120,e,,120,6,TRUE
Hyde Park Corner (pw),Hyde Park Corner,180,250,p,s,120.2,120,w,,120,6,TRUE
Ickenham,Ickenham (mpn),180,250,m,s,121,121.1,,n,121,7,FALSE
Ickenham,Ickenham (mps),180,250,m,s,121,121.2,,s,121,7,FALSE
Ickenham (mpn),Ickenham,180,250,m,s,121.1,121,n,,121,7,FALSE
Ickenham (mps),Ickenham,180,250,m,s,121.2,121,s,,121,7,FALSE
Kennington,Kennington (nn),180,250,n,s,122,122.1,,n,122,8,FALSE
Kennington,Kennington (ns),180,250,n,s,122,122.2,,s,122,8,FALSE
Kennington (nn),Kennington,180,250,n,s,122.1,122,n,,122,8,FALSE
Kennington (ns),Kennington,180,250,n,s,122.2,122,s,,122,8,FALSE
Kensal Green,Kensal Green (bn),180,250,b,s,123,123.1,,n,123,6,TRUE
Kensal Green,Kensal Green (bs),180,250,b,s,123,123.2,,s,123,6,TRUE
Kensal Green (bn),Kensal Green,180,250,b,s,123.1,123,n,,123,6,TRUE
Kensal Green (bs),Kensal Green,180,250,b,s,123.2,123,s,,123,6,TRUE
Kensington (Olympia),Kensington (Olympia) (de),180,250,b,s,124,124.1,a,e,124,5,FALSE
Kensington (Olympia) (dw),Kensington (Olympia),180,250,b,s,124.2,124,w,a,124,5,FALSE
Kentish Town,Kentish Town (nn),180,250,n,s,125,125.1,,n,125,6,TRUE
Kentish Town,Kentish Town (ns),180,250,n,s,125,125.2,,s,125,6,TRUE
Kentish Town (nn),Kentish Town,180,250,n,s,125.1,125,n,,125,6,TRUE
Kentish Town (ns),Kentish Town,180,250,n,s,125.2,125,s,,125,6,TRUE
Kenton,Kenton (bn),180,250,b,s,126,126.1,,n,126,8,FALSE
Kenton,Kenton (bs),180,250,b,s,126,126.2,,s,126,8,FALSE
Kenton (bn),Kenton,180,250,b,s,126.1,126,n,,126,8,FALSE
Kenton (bs),Kenton,180,250,b,s,126.2,126,s,,126,8,FALSE
Kew Gardens,Kew Gardens (de),180,250,d,s,127,127.1,,e,127,6,TRUE
Kew Gardens,Kew Gardens (dw),180,250,d,s,127,127.2,,w,127,6,TRUE
Kew Gardens (de),Kew Gardens,180,250,d,s,127.1,127,e,,127,6,TRUE
Kew Gardens (dw),Kew Gardens,180,250,d,s,127.2,127,w,,127,6,TRUE
Kilburn,Kilburn (je),180,250,j,s,128,128.1,,e,128,6,TRUE
Kilburn,Kilburn (jw),180,250,j,s,128,128.2,,w,128,6,TRUE
Kilburn (je),Kilburn,180,250,j,s,128.1,128,e,,128,6,TRUE
Kilburn (jw),Kilburn,180,250,j,s,128.2,128,w,,128,6,TRUE
Kilburn Park,Kilburn Park (bn),180,250,b,s,129,129.1,,n,129,6,TRUE
Kilburn Park,Kilburn Park (bs),180,250,b,s,129,129.2,,s,129,6,TRUE
Kilburn Park (bn),Kilburn Park,180,250,b,s,129.1,129,n,,129,6,TRUE
Kilburn Park (bs),Kilburn Park,180,250,b,s,129.2,129,s,,129,6,TRUE
Kings Cross St Pancras,Kings Cross St Pancras (nn),180,250,n,s,130,130.1,,n,130,24,FALSE
Kings Cross St Pancras,Kings Cross St Pancras (ns),180,250,n,s,130,130.2,,s,130,24,FALSE
Kings Cross St Pancras,Kings Cross St Pancras (rhme),180,250,"r,h,m",s,130,130.5,,e,130,24,FALSE
Kings Cross St Pancras,Kings Cross St Pancras (rhmw),180,250,"r,h,m",s,130,130.6,,w,130,24,FALSE
Kings Cross St Pancras,Kings Cross St Pancras (pe),180,250,p,s,130,130.3,,e,130,24,FALSE
Kings Cross St Pancras,Kings Cross St Pancras (pw),180,250,p,s,130,130.4,,w,130,24,FALSE
Kings Cross St Pancras,Kings Cross St Pancras (vn),180,250,v,s,130,130.7,,n,130,24,FALSE
Kings Cross St Pancras,Kings Cross St Pancras (vs),180,250,v,s,130,130.8,,s,130,24,FALSE
Kings Cross St Pancras (nn),Kings Cross St Pancras,180,250,n,s,130.1,130,n,,130,24,FALSE
Kings Cross St Pancras (ns),Kings Cross St Pancras,180,250,n,s,130.2,130,s,,130,24,FALSE
Kings Cross St Pancras (rhme),Kings Cross St Pancras,180,250,"r,h,m",s,130.5,130,e,,130,24,FALSE
Kings Cross St Pancras (rhmw),Kings Cross St Pancras,180,250,"r,h,m",s,130.6,130,w,,130,24,FALSE
Kings Cross St Pancras (pe),Kings Cross St Pancras,180,250,p,s,130.3,130,e,,130,24,FALSE
Kings Cross St Pancras (pw),Kings Cross St Pancras,180,250,p,s,130.4,130,w,,130,24,FALSE
Kings Cross St Pancras (vn),Kings Cross St Pancras,180,250,v,s,130.7,130,n,,130,24,FALSE
Kings Cross St Pancras (vs),Kings Cross St Pancras,180,250,v,s,130.8,130,s,,130,24,FALSE
Kingsbury,Kingsbury (je),180,250,j,s,131,131.1,,e,131,6,TRUE
Kingsbury,Kingsbury (jw),180,250,j,s,131,131.2,,w,131,6,TRUE
Kingsbury (je),Kingsbury,180,250,j,s,131.1,131,e,,131,6,TRUE
Kingsbury (jw),Kingsbury,180,250,j,s,131.2,131,w,,131,6,TRUE
Knightsbridge,Knightsbridge (pe),180,250,p,s,132,132.1,,e,132,6,TRUE
Knightsbridge,Knightsbridge (pw),180,250,p,s,132,132.2,,w,132,6,TRUE
Knightsbridge (pe),Knightsbridge,180,250,p,s,132.1,132,e,,132,6,TRUE
Knightsbridge (pw),Knightsbridge,180,250,p,s,132.2,132,w,,132,6,TRUE
Ladbroke Grove,Ladbroke Grove (rhe),180,250,"r,h",s,133,133.1,,e,133,6,TRUE
Ladbroke Grove,Ladbroke Grove (rhw),180,250,"r,h",s,133,133.2,,w,133,6,TRUE
Ladbroke Grove (rhe),Ladbroke Grove,180,250,"r,h",s,133.1,133,e,,133,6,TRUE
Ladbroke Grove (rhw),Ladbroke Grove,180,250,"r,h",s,133.2,133,w,,133,6,TRUE
Lambeth North,Lambeth North (bn),180,250,b,s,134,134.1,,n,134,6,TRUE
Lambeth North,Lambeth North (bs),180,250,b,s,134,134.2,,s,134,6,TRUE
Lambeth North (bn),Lambeth North,180,250,b,s,134.1,134,n,,134,6,TRUE
Lambeth North (bs),Lambeth North,180,250,b,s,134.2,134,s,,134,6,TRUE
Lancaster Gate,Lancaster Gate (ce),180,250,c,s,135,135.1,,e,135,6,TRUE
Lancaster Gate,Lancaster Gate (cw),180,250,c,s,135,135.2,,w,135,6,TRUE
Lancaster Gate (ce),Lancaster Gate,180,250,c,s,135.1,135,e,,135,6,TRUE
Lancaster Gate (cw),Lancaster Gate,180,250,c,s,135.2,135,w,,135,6,TRUE
Latimer Road,Latimer Road (rhe),180,250,"r,h",s,136,136.1,,e,136,6,TRUE
Latimer Road,Latimer Road (rhw),180,250,"r,h",s,136,136.2,,w,136,6,TRUE
Latimer Road (rhe),Latimer Road,180,250,"r,h",s,136.1,136,e,,136,6,TRUE
Latimer Road (rhw),Latimer Road,180,250,"r,h",s,136.2,136,w,,136,6,TRUE
Leicester Square,Leicester Square (nn),180,250,n,s,137,137.1,,n,137,12,FALSE
Leicester Square,Leicester Square (ns),180,250,n,s,137,137.2,,s,137,12,FALSE
Leicester Square,Leicester Square (pe),180,250,p,s,137,137.3,,e,137,12,FALSE
Leicester Square,Leicester Square (pw),180,250,p,s,137,137.3,,w,137,12,FALSE
Leicester Square (nn),Leicester Square,180,250,n,s,137.1,137,n,,137,12,FALSE
Leicester Square (ns),Leicester Square,180,250,n,s,137.2,137,s,,137,12,FALSE
Leicester Square (pe),Leicester Square,180,250,p,s,137.3,137,e,,137,12,FALSE
Leicester Square (pw),Leicester Square,180,250,p,s,137.3,137,w,,137,12,FALSE
Leyton,Leyton (ce),180,250,c,s,138,138.1,,e,138,6,TRUE
Leyton,Leyton (cw),180,250,c,s,138,138.2,,w,138,6,TRUE
Leyton (ce),Leyton,180,250,c,s,138.1,138,e,,138,6,TRUE
Leyton (cw),Leyton,180,250,c,s,138.2,138,w,,138,6,TRUE
Leytonstone,Leytonstone (ce),180,250,c,s,139,139.1,,e,139,7,FALSE
Leytonstone,Leytonstone (cw),180,250,c,s,139,139.2,,w,139,7,FALSE
Leytonstone (ce),Leytonstone,180,250,c,s,139.1,139,e,,139,7,FALSE
Leytonstone (cw),Leytonstone,180,250,c,s,139.2,139,w,,139,7,FALSE
Liverpool Street,Liverpool Street (ce),180,250,c,s,140,140.1,,e,140,13,FALSE
Liverpool Street,Liverpool Street (cw),180,250,c,s,140,140.2,,w,140,13,FALSE
Liverpool Street,Liverpool Street (rhme),180,250,"r,h,m",s,140,140.3,,e,140,13,FALSE
Liverpool Street,Liverpool Street (rhmw),180,250,"r,h,m",s,140,140.4,,w,140,13,FALSE
Liverpool Street (ce),Liverpool Street,180,250,c,s,140.1,140,e,,140,13,FALSE
Liverpool Street (cw),Liverpool Street,180,250,c,s,140.2,140,w,,140,13,FALSE
Liverpool Street (rhme),Liverpool Street,180,250,"r,h,m",s,140.3,140,e,,140,13,FALSE
Liverpool Street (rhmw),Liverpool Street,180,250,"r,h,m",s,140.4,140,w,,140,13,FALSE
London Bridge,London Bridge (je),180,250,j,s,141,141.1,,e,141,12,FALSE
London Bridge,London Bridge (jw),180,250,j,s,141,141.2,,w,141,12,FALSE
London Bridge,London Bridge (nn),180,250,n,s,141,141.3,,n,141,12,FALSE
London Bridge,London Bridge (ns),180,250,n,s,141,141.4,,s,141,12,FALSE
London Bridge (je),London Bridge,180,250,j,s,141.1,141,e,,141,12,FALSE
London Bridge (jw),London Bridge,180,250,j,s,141.2,141,w,,141,12,FALSE
London Bridge (nn),London Bridge,180,250,n,s,141.3,141,n,,141,12,FALSE
London Bridge (ns),London Bridge,180,250,n,s,141.4,141,s,,141,12,FALSE
Loughton,Loughton (ce),180,250,c,s,142,142.1,,e,142,6,TRUE
Loughton,Loughton (cw),180,250,c,s,142,142.2,,w,142,6,TRUE
Loughton (ce),Loughton,180,250,c,s,142.1,142,e,,142,6,TRUE
Loughton (cw),Loughton,180,250,c,s,142.2,142,w,,142,6,TRUE
Maida Vale,Maida Vale (bn),180,250,b,s,143,143.1,,n,143,6,TRUE
Maida Vale,Maida Vale (bs),180,250,b,s,143,143.3,,s,143,6,TRUE
Maida Vale (bn),Maida Vale,180,250,b,s,143.1,143,n,,143,6,TRUE
Maida Vale (bs),Maida Vale,180,250,b,s,143.3,143,s,,143,6,TRUE
Manor House,Manor House (pe),180,250,p,s,144,144.1,,e,144,6,TRUE
Manor House,Manor House (pw),180,250,p,s,144,144.2,,w,144,6,TRUE
Manor House (pe),Manor House,180,250,p,s,144.1,144,e,,144,6,TRUE
Manor House (pw),Manor House,180,250,p,s,144.2,144,w,,144,6,TRUE
Mansion House,Mansion House (rde),180,250,"r,d",s,145,145.1,,e,145,6,TRUE
Mansion House,Mansion House (rdw),180,250,"r,d",s,145,145.2,,w,145,6,TRUE
Mansion House (rde),Mansion House,180,250,"r,d",s,145.1,145,e,,145,6,TRUE
Mansion House (rdw),Mansion House,180,250,"r,d",s,145.2,145,w,,145,6,TRUE
Marble Arch,Marble Arch (ce),180,250,c,s,146,146.1,,e,146,6,TRUE
Marble Arch,Marble Arch (cw),180,250,c,s,146,146.2,,w,146,6,TRUE
Marble Arch (ce),Marble Arch,180,250,c,s,146.1,146,e,,146,6,TRUE
Marble Arch (cw),Marble Arch,180,250,c,s,146.2,146,w,,146,6,TRUE
Marylebone,Marylebone (bn),180,250,b,s,147,147.1,,n,147,6,TRUE
Marylebone,Marylebone (bs),180,250,b,s,147,147.2,,s,147,6,TRUE
Marylebone (bn),Marylebone,180,250,b,s,147.1,147,n,,147,6,TRUE
Marylebone (bs),Marylebone,180,250,b,s,147.2,147,s,,147,6,TRUE
Mile End,Mile End (ce),180,250,c,s,148,148.1,,e,148,12,FALSE
Mile End,Mile End (cw),180,250,c,s,148,148.2,,w,148,12,FALSE
Mile End,Mile End (dhe),180,250,"d,h",s,148,148.3,,e,148,12,FALSE
Mile End,Mile End (dhw),180,250,"d,h",s,148,148.4,,w,148,12,FALSE
Mile End (ce),Mile End,180,250,c,s,148.1,148,e,,148,12,FALSE
Mile End (cw),Mile End,180,250,c,s,148.2,148,w,,148,12,FALSE
Mile End (dhe),Mile End,180,250,"d,h",s,148.3,148,e,,148,12,FALSE
Mile End (dhw),Mile End,180,250,"d,h",s,148.4,148,w,,148,12,FALSE
Mill Hill East,Mill Hill East (ns),180,250,n,s,149,149.2,,s,149,3,FALSE
Mill Hill East (nn),Mill Hill East,180,250,n,s,149.1,149,n,,149,3,FALSE
Monument,Monument (rde),180,250,"r,d",s,150,150.1,,e,150,7,FALSE
Monument,Monument (rdw),180,250,"r,d",s,150,150.2,,w,150,7,FALSE
Monument (rde),Monument,180,250,"r,d",s,150.1,150,e,,150,7,FALSE
Monument (rdw),Monument,180,250,"r,d",s,150.2,150,w,,150,7,FALSE
Moor Park,Moor Park (mn),180,250,m,s,151,151.1,,n,151,7,FALSE
Moor Park,Moor Park (ms),180,250,m,s,151,151.2,,s,151,7,FALSE
Moor Park (mn),Moor Park,180,250,m,s,151.1,151,n,,151,7,FALSE
Moor Park (ms),Moor Park,180,250,m,s,151.2,151,s,,151,7,FALSE
Moorgate,Moorgate (nn),180,250,n,s,152,152.1,,n,152,12,FALSE
Moorgate,Moorgate (ns),180,250,n,s,152,152.2,,s,152,12,FALSE
Moorgate,Moorgate (rhme),180,250,"r,h,m",s,152,152.3,,e,152,12,FALSE
Moorgate,Moorgate (rhmw),180,250,"r,h,m",s,152,152.4,,w,152,12,FALSE
Moorgate (nn),Moorgate,180,250,n,s,152.1,152,n,,152,12,FALSE
Moorgate (ns),Moorgate,180,250,n,s,152.2,152,s,,152,12,FALSE
Moorgate (rhme),Moorgate,180,250,"r,h,m",s,152.3,152,e,,152,12,FALSE
Moorgate (rhmw),Moorgate,180,250,"r,h,m",s,152.4,152,w,,152,12,FALSE
Morden,Morden (nn),180,250,n,s,153,153.1,,n,153,4,FALSE
Morden (ns),Morden,180,250,n,s,153.2,153,s,,153,4,FALSE
Mornington Crescent,Mornington Crescent (nn),180,250,n,s,154,154.1,,n,154,6,TRUE
Mornington Crescent,Mornington Crescent (ns),180,250,n,s,154,154.2,,s,154,6,TRUE
Mornington Crescent (nn),Mornington Crescent,180,250,n,s,154.1,154,n,,154,6,TRUE
Mornington Crescent (ns),Mornington Crescent,180,250,n,s,154.2,154,s,,154,6,TRUE
Neasden,Neasden (je),180,250,j,s,155,155.1,,e,155,6,TRUE
Neasden,Neasden (jw),180,250,j,s,155,155.2,,w,155,6,TRUE
Neasden (je),Neasden,180,250,j,s,155.1,155,e,,155,6,TRUE
Neasden (jw),Neasden,180,250,j,s,155.2,155,w,,155,6,TRUE
Newbury Park,Newbury Park (ce),180,250,c,s,156,156.1,,e,156,6,TRUE
Newbury Park,Newbury Park (cw),180,250,c,s,156,156.2,,w,156,6,TRUE
Newbury Park (ce),Newbury Park,180,250,c,s,156.1,156,e,,156,6,TRUE
Newbury Park (cw),Newbury Park,180,250,c,s,156.2,156,w,,156,6,TRUE
Nine Elms,Nine Elms (nn),180,250,n,s,157,157.1,,n,157,6,TRUE
Nine Elms,Nine Elms (ns),180,250,n,s,157,157.2,,s,157,6,TRUE
Nine Elms (nn),Nine Elms,180,250,n,s,157.1,157,n,,157,6,TRUE
Nine Elms (ns),Nine Elms,180,250,n,s,157.2,157,s,,157,6,TRUE
North Acton,North Acton (ce),180,250,c,s,158,158.1,,e,158,7,FALSE
North Acton,North Acton (cw),180,250,c,s,158,158.2,,w,158,7,FALSE
North Acton (ce),North Acton,180,250,c,s,158.1,158,e,,158,7,FALSE
North Acton (cw),North Acton,180,250,c,s,158.2,158,w,,158,7,FALSE
North Ealing,North Ealing (pe),180,250,p,s,159,159.1,,e,159,6,TRUE
North Ealing,North Ealing (pw),180,250,p,s,159,159.2,,w,159,6,TRUE
North Ealing (pe),North Ealing,180,250,p,s,159.1,159,e,,159,6,TRUE
North Ealing (pw),North Ealing,180,250,p,s,159.2,159,w,,159,6,TRUE
North Greenwich,North Greenwich (je),180,250,j,s,160,160.1,,e,160,6,TRUE
North Greenwich,North Greenwich (jw),180,250,j,s,160,160.2,,w,160,6,TRUE
North Greenwich (je),North Greenwich,180,250,j,s,160.1,160,e,,160,6,TRUE
North Greenwich (jw),North Greenwich,180,250,j,s,160.2,160,w,,160,6,TRUE
North Harrow,North Harrow (mn),180,250,m,s,161,161.1,,n,161,7,FALSE
North Harrow,North Harrow (ms),180,250,m,s,161,161.2,,s,161,7,FALSE
North Harrow (mn),North Harrow,180,250,m,s,161.1,161,n,,161,7,FALSE
North Harrow (ms),North Harrow,180,250,m,s,161.2,161,s,,161,7,FALSE
North Wembley,North Wembley (bn),180,250,b,s,162,162.1,,n,162,6,TRUE
North Wembley,North Wembley (bs),180,250,b,s,162,162.2,,s,162,6,TRUE
North Wembley (bn),North Wembley,180,250,b,s,162.1,162,n,,162,6,TRUE
North Wembley (bs),North Wembley,180,250,b,s,162.2,162,s,,162,6,TRUE
Northfields,Northfields (pe),180,250,p,s,163,163.1,,e,163,6,TRUE
Northfields,Northfields (pw),180,250,p,s,163,163.2,,w,163,6,TRUE
Northfields (pe),Northfields,180,250,p,s,163.1,163,e,,163,6,TRUE
Northfields (pw),Northfields,180,250,p,s,163.2,163,w,,163,6,TRUE
Northolt,Northolt (ce),180,250,c,s,164,164.1,,e,164,6,TRUE
Northolt,Northolt (cw),180,250,c,s,164,164.2,,w,164,6,TRUE
Northolt (ce),Northolt,180,250,c,s,164.1,164,e,,164,6,TRUE
Northolt (cw),Northolt,180,250,c,s,164.2,164,w,,164,6,TRUE
Northwick Park,Northwick Park (mn),180,250,m,s,165,165.1,,n,165,8,FALSE
Northwick Park,Northwick Park (ms),180,250,m,s,165,165.2,,s,165,8,FALSE
Northwick Park (mn),Northwick Park,180,250,m,s,165.1,165,n,,165,8,FALSE
Northwick Park (ms),Northwick Park,180,250,m,s,165.2,165,s,,165,8,FALSE
Northwood,Northwood (mn),180,250,m,s,166,166.1,,n,166,6,TRUE
Northwood,Northwood (ms),180,250,m,s,166,166.2,,s,166,6,TRUE
Northwood (mn),Northwood,180,250,m,s,166.1,166,n,,166,6,TRUE
Northwood (ms),Northwood,180,250,m,s,166.2,166,s,,166,6,TRUE
Northwood Hills,Northwood Hills (mn),180,250,m,s,167,167.1,,n,167,6,TRUE
Northwood Hills,Northwood Hills (ms),180,250,m,s,167,167.2,,s,167,6,TRUE
Northwood Hills (mn),Northwood Hills,180,250,m,s,167.1,167,n,,167,6,TRUE
Northwood Hills (ms),Northwood Hills,180,250,m,s,167.2,167,s,,167,6,TRUE
Notting Hill Gate,Notting Hill Gate (ce),180,250,c,s,168,168.1,,e,168,12,FALSE
Notting Hill Gate,Notting Hill Gate (cw),180,250,c,s,168,168.2,,w,168,12,FALSE
Notting Hill Gate,Notting Hill Gate (rde),180,250,"r,d",s,168,168.3,,e,168,12,FALSE
Notting Hill Gate,Notting Hill Gate (rdw),180,250,"r,d",s,168,168.4,,w,168,12,FALSE
Notting Hill Gate (ce),Notting Hill Gate,180,250,c,s,168.1,168,e,,168,12,FALSE
Notting Hill Gate (cw),Notting Hill Gate,180,250,c,s,168.2,168,w,,168,12,FALSE
Notting Hill Gate (rde),Notting Hill Gate,180,250,"r,d",s,168.3,168,e,,168,12,FALSE
Notting Hill Gate (rdw),Notting Hill Gate,180,250,"r,d",s,168.4,168,w,,168,12,FALSE
Oakwood,Oakwood (pe),180,250,p,s,169,169.1,,e,169,6,TRUE
Oakwood,Oakwood (pw),180,250,p,s,169,169.2,,w,169,6,TRUE
Oakwood (pe),Oakwood,180,250,p,s,169.1,169,e,,169,6,TRUE
Oakwood (pw),Oakwood,180,250,p,s,169.2,169,w,,169,6,TRUE
Old Street,Old Street (nn),180,250,n,s,170,170.1,,n,170,6,TRUE
Old Street,Old Street (ns),180,250,n,s,170,170.2,,s,170,6,TRUE
Old Street (nn),Old Street,180,250,n,s,170.1,170,n,,170,6,TRUE
Old Street (ns),Old Street,180,250,n,s,170.2,170,s,,170,6,TRUE
Osterley,Osterley (pe),180,250,p,s,171,171.1,,e,171,6,TRUE
Osterley,Osterley (pw),180,250,p,s,171,171.2,,w,171,6,TRUE
Osterley (pe),Osterley,180,250,p,s,171.1,171,e,,171,6,TRUE
Osterley (pw),Osterley,180,250,p,s,171.2,171,w,,171,6,TRUE
Oval,Oval (nn),180,250,n,s,172,172.1,,n,172,6,TRUE
Oval,Oval (ns),180,250,n,s,172,172.2,,s,172,6,TRUE
Oval (nn),Oval,180,250,n,s,172.1,172,n,,172,6,TRUE
Oval (ns),Oval,180,250,n,s,172.2,172,s,,172,6,TRUE
Oxford Circus,Oxford Circus (bn),180,250,b,s,173,173.1,,n,173,18,FALSE
Oxford Circus,Oxford Circus (bs),180,250,b,s,173,173.2,,s,173,18,FALSE
Oxford Circus,Oxford Circus (ce),180,250,c,s,173,173.3,,e,173,18,FALSE
Oxford Circus,Oxford Circus (cw),180,250,c,s,173,173.4,,w,173,18,FALSE
Oxford Circus,Oxford Circus (vn),180,250,v,s,173,173.5,,n,173,18,FALSE
Oxford Circus,Oxford Circus (vs),180,250,v,s,173,173.6,,s,173,18,FALSE
Oxford Circus (bn),Oxford Circus,180,250,b,s,173.1,173,n,,173,18,FALSE
Oxford Circus (bs),Oxford Circus,180,250,b,s,173.2,173,s,,173,18,FALSE
Oxford Circus (ce),Oxford Circus,180,250,c,s,173.3,173,e,,173,18,FALSE
Oxford Circus (cw),Oxford Circus,180,250,c,s,173.4,173,w,,173,18,FALSE
Oxford Circus (vn),Oxford Circus,180,250,v,s,173.5,173,n,,173,18,FALSE
Oxford Circus (vs),Oxford Circus,180,250,v,s,173.6,173,s,,173,18,FALSE
Paddington (BRD),Paddington (BRD) (bn),180,250,b,s,174,174.1,D,n,174,13,FALSE
Paddington (BRD),Paddington (BRD) (bs),180,250,b,s,174,174.2,D,s,174,13,FALSE
Paddington (BRD),Paddington (BRD) (rde),180,250,"r,d",s,174,174.3,D,e,174,13,FALSE
Paddington (BRD),Paddington (BRD) (rdw),180,250,"r,d",s,174,174.4,D,w,174,13,FALSE
Paddington (BRD) (bn),Paddington (BRD),180,250,b,s,174.1,174,n,D,174,13,FALSE
Paddington (BRD) (bs),Paddington (BRD),180,250,b,s,174.2,174,s,D,174,13,FALSE
Paddington (BRD) (rde),Paddington (BRD),180,250,"r,d",s,174.3,174,e,D,174,13,FALSE
Paddington (BRD) (rdw),Paddington (BRD),180,250,"r,d",s,174.4,174,w,D,174,13,FALSE
Paddington (RH),Paddington (RH) (rhe),180,250,"r,h",s,175,175.1,H,e,175,7,FALSE
Paddington (RH),Paddington (RH) (rhw),180,250,"r,h",s,175,175.2,H,w,175,7,FALSE
Paddington (RH) (rhe),Paddington (RH),180,250,"r,h",s,175.1,175,e,H,175,7,FALSE
Paddington (RH) (rhw),Paddington (RH),180,250,"r,h",s,175.2,175,w,H,175,7,FALSE
Park Royal,Park Royal (pe),180,250,p,s,176,176.1,,e,176,8,FALSE
Park Royal,Park Royal (pw),180,250,p,s,176,176.2,,w,176,8,FALSE
Park Royal (pe),Park Royal,180,250,p,s,176.1,176,e,,176,8,FALSE
Park Royal (pw),Park Royal,180,250,p,s,176.2,176,w,,176,8,FALSE
Parsons Green,Parsons Green (de),180,250,d,s,177,177.1,,e,177,6,TRUE
Parsons Green,Parsons Green (dw),180,250,d,s,177,177.2,,w,177,6,TRUE
Parsons Green (de),Parsons Green,180,250,d,s,177.1,177,e,,177,6,TRUE
Parsons Green (dw),Parsons Green,180,250,d,s,177.2,177,w,,177,6,TRUE
Perivale,Perivale (ce),180,250,c,s,178,178.1,,e,178,6,TRUE
Perivale,Perivale (cw),180,250,c,s,178,178.2,,w,178,6,TRUE
Perivale (ce),Perivale,180,250,c,s,178.1,178,e,,178,6,TRUE
Perivale (cw),Perivale,180,250,c,s,178.2,178,w,,178,6,TRUE
Piccadilly Circus,Piccadilly Circus (bn),180,250,b,s,179,179.1,,n,179,12,FALSE
Piccadilly Circus,Piccadilly Circus (bs),180,250,b,s,179,179.2,,s,179,12,FALSE
Piccadilly Circus,Piccadilly Circus (pe),180,250,p,s,179,179.3,,e,179,12,FALSE
Piccadilly Circus,Piccadilly Circus (pw),180,250,p,s,179,179.4,,w,179,12,FALSE
Piccadilly Circus (bn),Piccadilly Circus,180,250,b,s,179.1,179,n,,179,12,FALSE
Piccadilly Circus (bs),Piccadilly Circus,180,250,b,s,179.2,179,s,,179,12,FALSE
Piccadilly Circus (pe),Piccadilly Circus,180,250,p,s,179.3,179,e,,179,12,FALSE
Piccadilly Circus (pw),Piccadilly Circus,180,250,p,s,179.4,179,w,,179,12,FALSE
Pimlico,Pimlico (vn),180,250,v,s,180,180.1,,n,180,6,TRUE
Pimlico,Pimlico (vs),180,250,v,s,180,180.2,,s,180,6,TRUE
Pimlico (vn),Pimlico,180,250,v,s,180.1,180,n,,180,6,TRUE
Pimlico (vs),Pimlico,180,250,v,s,180.2,180,s,,180,6,TRUE
Pinner,Pinner (mn),180,250,m,s,181,181.1,,n,181,6,TRUE
Pinner,Pinner (ms),180,250,m,s,181,181.2,,s,181,6,TRUE
Pinner (mn),Pinner,180,250,m,s,181.1,181,n,,181,6,TRUE
Pinner (ms),Pinner,180,250,m,s,181.2,181,s,,181,6,TRUE
Plaistow,Plaistow (dhe),180,250,"d,h",s,182,182.1,,e,182,6,TRUE
Plaistow,Plaistow (dhw),180,250,"d,h",s,182,182.2,,w,182,6,TRUE
Plaistow (dhe),Plaistow,180,250,"d,h",s,182.1,182,e,,182,6,TRUE
Plaistow (dhw),Plaistow,180,250,"d,h",s,182.2,182,w,,182,6,TRUE
Preston Road,Preston Road (mn),180,250,m,s,183,183.1,,n,183,6,TRUE
Preston Road,Preston Road (ms),180,250,m,s,183,183.2,,s,183,6,TRUE
Preston Road (mn),Preston Road,180,250,m,s,183.1,183,n,,183,6,TRUE
Preston Road (ms),Preston Road,180,250,m,s,183.2,183,s,,183,6,TRUE
Putney Bridge,Putney Bridge (de),180,250,d,s,184,184.1,,e,184,6,TRUE
Putney Bridge,Putney Bridge (dw),180,250,d,s,184,184.2,,w,184,6,TRUE
Putney Bridge (de),Putney Bridge,180,250,d,s,184.1,184,e,,184,6,TRUE
Putney Bridge (dw),Putney Bridge,180,250,d,s,184.2,184,w,,184,6,TRUE
Queens Park,Queens Park (bn),180,250,b,s,185,185.1,,n,185,6,TRUE
Queens Park,Queens Park (bs),180,250,b,s,185,185.2,,s,185,6,TRUE
Queens Park (bn),Queens Park,180,250,b,s,185.1,185,n,,185,6,TRUE
Queens Park (bs),Queens Park,180,250,b,s,185.2,185,s,,185,6,TRUE
Queensbury,Queensbury (je),180,250,j,s,186,186.1,,e,186,6,TRUE
Queensbury,Queensbury (jw),180,250,j,s,186,186.2,,w,186,6,TRUE
Queensbury (je),Queensbury,180,250,j,s,186.1,186,e,,186,6,TRUE
Queensbury (jw),Queensbury,180,250,j,s,186.2,186,w,,186,6,TRUE
Queensway,Queensway (ce),180,250,c,s,187,187.1,,e,187,6,TRUE
Queensway,Queensway (cw),180,250,c,s,187,187.2,,w,187,6,TRUE
Queensway (ce),Queensway,180,250,c,s,187.1,187,e,,187,6,TRUE
Queensway (cw),Queensway,180,250,c,s,187.2,187,w,,187,6,TRUE
Ravenscourt Park,Ravenscourt Park (de),180,250,d,s,188,188.1,,e,188,6,TRUE
